part_name,total_dimension_count,linear_dimension_count,diameter_dimension_count,radius_dimension_count,angular_dimension_count,hole_fit_count,shaft_fit_count,n_dia_tol,n_lin_tol,stats_dim_tol_lin_min,stats_dim_tol_lin_max,stats_dim_tol_lin_avg,stats_dim_tol_dia_min,stats_dim_tol_dia_max,stats_dim_tol_dia_avg,surface_spec_count,stats_surface_min,stats_surface_max,stats_surface_avg,has_concentricity,has_flatness,has_parallelism,has_perpendicularity,has_position,total_tolerance_count,gtol_max_datum_refs,gtol_share_with_datum,stats_geom_tol_min,stats_geom_tol_max,stats_geom_tol_avg,Processes
CMod_00000152589-A,36,18,2,9,7,0,0,0,0,,,,,,,1,25.0,25.0,25.0,0,1,0,1,1,9,3,0.6666666666666666,0.1,0.4,0.2,['fräsen']
CMod_00000153219-A,19,14,3,0,2,0,0,0,0,,,,,,,0,,,,0,1,1,1,0,6,1,0.8333333333333334,0.1,0.1,0.0999999999999999,"['drehen', 'fräsen']"
CMod_00000153229-A,17,11,4,0,2,0,0,0,0,,,,,,,0,,,,0,1,1,1,0,5,1,0.8,0.1,0.1,0.1,"['drehen', 'fräsen']"
CMod_00000154535-A,42,28,9,3,2,0,0,3,1,0.2,0.2,0.2,0.033,0.6,0.2319999999999999,9,16.0,100.0,59.66666666666666,1,1,0,1,1,8,3,0.75,0.2,1.6,0.6000000000000001,['fräsen']
CMod_00000154975-A,156,94,27,17,18,6,5,3,16,0.05,0.25,0.175,0.2,0.5,0.3,20,6.0,63.0,32.65,1,1,1,1,1,13,1,0.6153846153846154,0.02,0.5,0.183076923076923,"['drehen', 'fräsen']"
CMod_00000157144-A,37,26,6,2,3,0,0,2,0,,,,0.22,0.27,0.245,0,,,,0,1,0,1,1,8,3,0.875,0.05,0.1,0.09375,['fräsen']
CMod_00000157698-A,19,16,2,1,0,0,0,2,0,,,,0.27,0.27,0.27,0,,,,0,1,1,1,1,6,3,0.8333333333333334,0.05,0.1,0.0916666666666666,['fräsen']
CMod_00000158115-A,16,12,3,1,0,0,1,1,0,,,,0.22,0.22,0.22,0,,,,0,1,0,1,1,4,3,0.75,0.05,0.1,0.075,['fräsen']
CMod_00000159262-A,22,14,3,4,1,4,0,0,5,0.2,0.5,0.38,,,,3,6.0,100.0,43.66666666666666,1,1,0,1,1,13,2,0.6923076923076923,0.03,0.5,0.1276923076923077,['fräsen']
CMod_00000159810-A,9,6,3,0,0,1,0,0,0,,,,,,,2,25.0,25.0,25.0,0,1,1,0,1,3,1,0.6666666666666666,0.05,0.4,0.1833333333333333,"['drehen', 'bohren']"
CMod_00000160156-A,6,2,4,0,0,0,2,0,0,,,,,,,3,16.0,25.0,22.0,0,1,1,1,0,3,1,0.6666666666666666,0.05,0.1,0.0666666666666666,['drehen']
CMod_00000160505-A,24,10,9,2,3,2,1,1,1,0.2,0.2,0.2,0.2,0.2,0.2,4,6.0,25.0,15.5,1,1,0,1,1,5,1,0.6,0.02,0.5,0.13,"['drehen', 'bohren']"
CMod_00000161381-A,32,15,9,5,3,0,0,0,0,,,,,,,2,2.0,25.0,13.5,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'fräsen']"
CMod_00000161761-A,3,1,2,0,0,0,1,1,0,,,,0.2,0.2,0.2,1,16.0,16.0,16.0,0,0,0,0,0,0,0,0.0,,,,['drehen']
CMod_00000161780-A,6,6,0,0,0,0,1,0,2,0.2,0.2,0.2,,,,4,16.0,63.0,39.5,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'bohren', 'fräsen']"
CMod_00000162455-A,24,18,1,5,0,1,0,0,0,,,,,,,2,10.0,100.0,55.0,0,1,0,0,1,4,2,0.75,0.2,0.2,0.2,['fräsen']
CMod_00000163081-A,21,13,4,2,2,0,0,2,2,0.1,0.1,0.1,0.18,0.22,0.2,0,,,,0,1,0,1,1,6,3,0.8333333333333334,0.03,0.1,0.0883333333333333,['fräsen']
CMod_00000163382-A,15,13,1,0,1,1,1,0,1,0.2,0.2,0.2,,,,2,6.0,25.0,15.5,1,0,0,1,1,6,2,1.0,0.05,0.1,0.0833333333333333,"['bohren', 'drehen']"
CMod_00000163685-A,13,7,2,4,0,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,0,5,1,0.8,0.1,0.1,0.1,['fräsen']
CMod_00000164018-A,48,20,14,9,5,2,4,1,6,0.1,0.5,0.2333333333333333,0.5,0.5,0.5,8,6.0,25.0,16.75,1,0,0,0,1,10,2,0.8,0.05,0.2,0.065,"['drehen', 'fräsen']"
CMod_00000164668-A,18,12,3,3,0,2,0,0,1,0.2,0.2,0.2,,,,3,6.0,63.0,31.33333333333333,0,1,0,1,1,5,2,0.8,0.06,0.2,0.1119999999999999,"['bohren', 'drehen']"
CMod_00000165124-A,47,23,10,7,7,1,2,1,6,0.1,0.3,0.1833333333333333,0.2,0.2,0.2,5,6.0,25.0,13.6,1,0,0,0,1,6,2,0.8333333333333334,0.05,0.2,0.075,"['drehen', 'bohren']"
CMod_00000166574-B,14,10,1,3,0,1,0,0,3,0.3,0.6,0.5,,,,3,6.0,100.0,43.66666666666666,0,0,0,1,1,6,3,0.8333333333333334,0.1,0.3,0.1833333333333333,"['drehen', 'fräsen']"
CMod_00000167064-A,13,7,2,3,1,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,0,5,1,0.8,0.1,0.1,0.1,"['drehen', 'fräsen']"
CMod_00000167203-A,5,3,0,2,0,0,2,0,1,0.3,0.3,0.3,,,,1,10.0,10.0,10.0,0,1,0,1,0,4,1,0.75,0.03,0.1,0.0825,['fräsen']
CMod_00000167449-A,27,11,6,10,0,0,0,0,0,,,,,,,2,16.0,16.0,16.0,0,1,1,1,0,15,1,0.8666666666666667,0.1,0.1,0.1,"['drehen', 'fräsen']"
CMod_00000167677-A,21,6,8,6,1,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,0,8,1,0.875,0.1,0.1,0.1,"['drehen', 'fräsen']"
CMod_00000168116-A,14,6,4,4,0,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,0,5,1,0.8,0.1,0.1,0.1,"['drehen', 'fräsen']"
CMod_00000168366-A,14,6,2,4,2,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,1,6,2,0.8333333333333334,0.05,0.1,0.0916666666666666,"['drehen', 'bohren']"
CMod_00000168413-A,14,7,2,3,2,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,1,6,2,0.8333333333333334,0.05,0.1,0.0916666666666666,"['drehen', 'bohren']"
CMod_00000168447-A,22,15,2,3,2,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,1,6,2,0.8333333333333334,0.05,0.1,0.0916666666666666,"['drehen', 'fräsen']"
CMod_00000168501-A,15,7,2,3,3,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,1,6,2,0.8333333333333334,0.05,0.1,0.0916666666666666,"['drehen', 'bohren']"
CMod_00000168589-A,9,5,1,3,0,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,0,5,1,0.8,0.1,0.1,0.1,"['drehen', 'bohren']"
CMod_00000168607-A,12,4,4,4,0,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,0,5,1,0.8,0.1,0.1,0.1,"['drehen', 'fräsen']"
CMod_00000168629-A,13,9,0,4,0,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,0,5,1,0.8,0.1,0.1,0.1,['fräsen']
CMod_00000168638-A,13,10,0,3,0,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,0,5,1,0.8,0.1,0.1,0.1,['fräsen']
CMod_00000168835-A,17,11,2,4,0,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,0,5,1,0.8,0.1,0.1,0.1,['fräsen']
CMod_00000171157-A,6,4,0,0,2,0,0,0,0,,,,,,,1,100.0,100.0,100.0,0,1,0,1,0,3,2,0.6666666666666666,0.2,0.3,0.2666666666666666,['fräsen']
CMod_00000171158-A,12,6,0,0,6,0,0,0,0,,,,,,,1,100.0,100.0,100.0,0,1,1,1,0,3,1,0.6666666666666666,0.2,0.3,0.2666666666666666,['fräsen']
CMod_00000171159-A,9,5,0,0,4,0,0,0,0,,,,,,,1,100.0,100.0,100.0,0,1,1,1,0,3,1,0.6666666666666666,0.2,0.3,0.2666666666666666,['fräsen']
CMod_00000171303-A,21,11,3,4,3,0,0,0,0,,,,,,,0,,,,0,1,0,1,1,6,2,0.6666666666666666,0.05,0.1,0.0833333333333333,['drehen']
CMod_00000171984-A,16,7,6,1,2,0,1,0,0,,,,,,,5,16.0,25.0,19.6,0,1,1,1,1,6,2,0.8333333333333334,0.02,0.2,0.055,"['bohren', 'drehen']"
CMod_00000172989-A,20,11,5,2,2,0,1,0,0,,,,,,,2,6.0,100.0,53.0,0,0,0,0,1,3,1,0.6666666666666666,0.3,0.3,0.3,['drehen']
CMod_00000173958-A,28,15,4,5,4,0,0,0,0,,,,,,,0,,,,0,1,0,0,1,5,2,0.8,0.05,0.1,0.0699999999999999,"['drehen', 'fräsen']"
CMod_00000174068-A,28,14,4,5,5,0,0,0,0,,,,,,,0,,,,0,1,0,0,1,5,2,0.8,0.05,0.1,0.0699999999999999,"['drehen', 'fräsen']"
CMod_00000175219-A,6,5,0,1,0,0,0,0,0,,,,,,,1,40.0,40.0,40.0,0,1,1,1,0,4,1,0.75,0.1,0.1,0.1,['drehen']
CMod_00000176416-A,15,8,2,4,1,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,1,6,2,0.8333333333333334,0.05,0.1,0.0916666666666666,"['drehen', 'bohren', 'fräsen']"
CMod_00000176423-A,11,4,3,4,0,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,0,4,1,0.75,0.1,0.1,0.1,"['drehen', 'bohren']"
CMod_00000176800-A,24,17,2,2,3,0,0,0,0,,,,,,,1,40.0,40.0,40.0,0,1,0,0,1,6,2,0.8333333333333334,0.05,0.1,0.0833333333333333,['drehen']
CMod_00000177008-A,17,10,2,2,3,0,0,0,0,,,,,,,1,40.0,40.0,40.0,0,1,0,1,1,4,2,0.75,0.05,0.1,0.075,"['drehen', 'fräsen']"
CMod_00000177816-A,5,3,0,2,0,0,2,0,1,0.5,0.5,0.5,,,,1,10.0,10.0,10.0,0,1,0,1,0,4,1,0.75,0.03,0.1,0.0825,['fräsen']
CMod_00000185896-A,20,12,2,6,0,0,0,0,0,,,,,,,1,100.0,100.0,100.0,0,1,0,1,1,5,3,0.8,0.1,0.5,0.26,['fräsen']
CMod_00000188557-A,18,12,0,2,4,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'fräsen']"
CMod_00000192600-A,22,14,0,6,2,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'fräsen']"
CMod_00000193504-A,20,15,0,4,1,0,0,0,0,,,,,,,2,25.0,100.0,62.5,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'fräsen']"
CMod_00000193623-A,22,16,0,4,2,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'fräsen']"
CMod_00000196243-A,22,12,3,5,2,0,0,0,0,,,,,,,0,,,,0,1,0,1,1,6,2,0.6666666666666666,0.05,0.1,0.0833333333333333,"['drehen', 'fräsen']"
CMod_00000202547-A,21,16,2,3,0,0,0,0,0,,,,,,,0,,,,0,1,0,0,0,1,0,0.0,0.05,0.05,0.05,['fräsen']
CMod_00000204951-A,52,26,13,7,6,5,3,2,8,0.05,0.25,0.175,0.2,0.5,0.35,4,6.0,25.0,15.5,1,0,0,0,1,12,1,0.9166666666666666,0.03,0.5,0.0841666666666666,"['drehen', 'bohren']"
CMod_00000206099-A,3,3,0,0,0,0,0,0,2,1.0,1.0,1.0,,,,1,100.0,100.0,100.0,0,0,0,0,0,0,0,0.0,,,,[]
CMod_00000210943-A,33,18,9,6,0,0,0,0,0,,,,,,,1,6.3,6.3,6.3,0,1,1,1,1,9,2,0.8888888888888888,0.05,0.1,0.0888888888888888,"['drehen', 'fräsen']"
CMod_00000214851-A,10,5,3,1,1,0,0,2,0,,,,0.5,1.0,0.75,0,,,,0,0,0,1,0,1,1,1.0,1.0,1.0,1.0,['drehen']
CMod_00000215815-A,80,50,15,10,5,0,0,3,2,0.2,0.8,0.5,0.033,0.6,0.2319999999999999,9,16.0,100.0,59.66666666666666,1,1,0,1,1,8,3,0.75,0.2,1.6,0.6000000000000001,['fräsen']
CMod_00000217797-A,10,8,0,2,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CMod_00000219730-A,28,16,1,5,6,0,0,0,4,0.1,0.7,0.3,,,,0,,,,0,1,0,1,1,8,2,0.875,0.08,1.0,0.26625,"['bohren', 'drehen', 'fräsen']"
CMod_00000219731-A,20,12,1,3,4,0,0,1,2,0.2,0.6,0.4,0.1,0.1,0.1,0,,,,0,0,0,1,1,5,2,0.8,0.05,1.0,0.2700000000000001,"['drehen', 'fräsen']"
CMod_00000220160-B,18,8,3,4,3,0,0,0,0,,,,,,,0,,,,0,1,0,1,1,5,2,0.6,0.05,0.1,0.08,"['drehen', 'fräsen']"
CMod_00000220172-A,25,13,5,5,2,0,0,0,0,,,,,,,0,,,,0,1,0,1,1,7,2,0.7142857142857143,0.05,0.1,0.0857142857142857,"['drehen', 'fräsen']"
CMod_00000220222-A,13,8,1,2,2,0,0,0,0,,,,,,,6,40.0,100.0,67.66666666666667,0,1,0,0,1,4,1,0.5,0.2,0.6,0.3999999999999999,"['drehen', 'fräsen']"
CMod_00000220829-A,29,17,7,5,0,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,0,11,1,0.8181818181818182,0.1,0.1,0.1,"['drehen', 'fräsen']"
CMod_00000223447-A,12,4,6,1,1,0,0,2,0,,,,0.1,0.2,0.15,0,,,,0,1,0,1,1,7,2,0.7142857142857143,0.08,0.2,0.1328571428571428,"['drehen', 'bohren']"
CMod_00000224047-A,60,34,7,8,11,0,0,0,0,,,,,,,0,,,,0,1,1,1,1,18,3,0.9444444444444444,0.05,0.1,0.0833333333333333,['fräsen']
CMod_00000225193-A,15,9,2,3,1,0,0,0,0,,,,,,,1,16.0,16.0,16.0,0,1,1,1,1,6,2,0.8333333333333334,0.05,0.1,0.0916666666666666,"['drehen', 'fräsen']"
CMod_00000236633-A,3,1,2,0,0,0,0,2,0,,,,0.1,0.1,0.1,0,,,,0,1,1,1,1,5,2,0.8,0.008,0.2,0.0832,['drehen']
CMod_00000236884-A,7,6,0,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,1,0,1,1,1.0,0.2,0.2,0.2,"['drehen', 'fräsen']"
CMod_00000237154-A,7,6,0,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,1,0,1,1,1.0,0.2,0.2,0.2,"['drehen', 'fräsen']"
CMod_00000237672-A,14,11,2,0,1,0,0,2,2,0.1,0.4,0.25,0.1,0.5,0.3,3,25.0,63.0,37.66666666666666,0,1,0,0,0,1,0,0.0,0.05,0.05,0.05,['fräsen']
CMod_00000242781-A,3,2,0,1,0,0,0,0,0,,,,,,,1,40.0,40.0,40.0,0,1,0,1,0,2,1,0.5,0.1,0.1,0.1,['drehen']
CMod_00000242864-A,36,27,2,6,1,4,0,0,4,0.05,0.2,0.1375,,,,0,,,,1,1,1,1,1,11,1,0.6363636363636364,0.05,0.5,0.15,"['drehen', 'fräsen']"
CMod_00000242877-A,29,17,7,5,0,1,2,2,3,0.05,0.2,0.15,0.05,0.22,0.135,0,,,,1,1,0,1,1,7,1,0.7142857142857143,0.05,0.5,0.1857142857142857,"['drehen', 'fräsen']"
CMod_00000250074-A,8,6,1,1,0,0,0,1,0,,,,0.3,0.3,0.3,0,,,,0,0,0,0,1,1,2,1.0,2.0,2.0,2.0,['bohren']
CMod_00000254629-A,25,17,2,3,3,0,0,0,0,,,,,,,1,40.0,40.0,40.0,0,1,0,0,1,6,2,0.8333333333333334,0.05,0.1,0.0833333333333333,['drehen']
CMod_00000256193-A,15,10,1,3,1,0,0,0,0,,,,,,,3,16.0,40.0,24.0,0,1,1,1,1,6,2,0.8333333333333334,0.05,0.1,0.0916666666666666,"['drehen', 'fräsen']"
CMod_00000259059-A,7,5,1,1,0,0,0,1,0,,,,0.3,0.3,0.3,0,,,,0,0,0,0,1,1,2,1.0,2.0,2.0,2.0,['fräsen']
CMod_00000264381-A,25,11,7,5,2,0,3,1,2,0.1,0.2,0.15,0.05,0.05,0.05,0,,,,1,0,0,1,0,2,0,0.0,0.05,0.5,0.275,['drehen']
CMod_00000266319-A,7,4,1,2,0,0,0,0,0,,,,,,,0,,,,1,0,0,0,0,1,1,1.0,1.0,1.0,1.0,"['drehen', 'fräsen']"
CMod_00000266640-A,4,3,1,0,0,0,0,0,0,,,,,,,2,100.0,100.0,100.0,0,0,0,0,0,0,0,0.0,,,,['drehen']
CMod_00000276215-A,10,1,2,3,4,0,0,0,0,,,,,,,1,100.0,100.0,100.0,0,1,0,0,1,2,1,0.5,0.3,0.3,0.3,['drehen']
CMod_00000290636-A,9,6,1,1,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CMod_00000310473-A,3,3,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CMod_00000310800-A,3,2,1,0,0,0,0,1,1,0.1,0.1,0.1,0.1,0.1,0.1,0,,,,1,1,1,1,0,5,2,0.8,0.008,0.2,0.0832,['drehen']
CMod_00000310801-A,13,7,4,1,1,2,0,0,1,0.1,0.1,0.1,,,,0,,,,1,1,1,1,1,8,2,0.875,0.08,0.2,0.12875,"['drehen', 'bohren']"
CMod_00000310802-A,22,9,5,3,5,0,0,2,1,0.6,0.6,0.6,0.1,0.2,0.15,0,,,,0,0,0,1,1,5,2,0.8,0.05,1.0,0.27,"['drehen', 'fräsen']"
CMod_00000310803-A,28,14,6,4,4,0,0,3,3,0.4,1.0,0.7999999999999999,0.1,0.4,0.2,0,,,,0,1,0,1,1,8,2,0.875,0.08,1.0,0.29125,"['bohren', 'drehen']"
CMod_00000311786-A,3,1,2,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,1,1,1,1.0,0.8,0.8,0.8,['drehen']
CMod_00000311926-A,24,12,7,3,2,0,4,0,4,0.1,0.6,0.275,,,,0,,,,1,0,0,1,0,4,1,0.75,0.01,0.05,0.02,['drehen']
CMod_00000313500-A,10,2,5,1,2,0,0,3,0,,,,0.1,0.5,0.3,0,,,,0,1,0,1,1,8,2,0.75,0.08,0.2,0.14125,"['drehen', 'bohren']"
CMod_00000313752-A,3,1,2,0,0,0,0,2,0,,,,0.1,0.1,0.1,0,,,,0,1,1,1,1,5,2,0.8,0.008,0.2,0.0832,['drehen']
CMod_00000313866-A,26,11,9,3,3,2,3,1,5,0.1,0.2,0.16,0.2,0.2,0.2,0,,,,1,0,0,1,0,5,1,0.8,0.03,0.1,0.046,['drehen']
CMod_00000313946-A,21,11,4,3,3,0,0,2,1,0.7,0.7,0.7,0.1,0.2,0.15,0,,,,0,0,0,1,1,6,2,0.8333333333333334,0.05,1.0,0.2583333333333333,"['drehen', 'fräsen']"
CMod_00000314865-A,21,9,4,8,0,0,2,1,0,,,,0.3,0.3,0.3,0,,,,0,0,0,1,1,7,2,1.0,0.1,0.8,0.2857142857142857,"['drehen', 'fräsen']"
CMod_00000316099-A,30,14,5,5,6,0,0,3,3,0.7,1.0,0.9,0.1,0.4,0.1999999999999999,0,,,,0,1,0,1,1,8,2,1.0,0.08,1.0,0.29125,"['bohren', 'drehen', 'fräsen']"
CMod_00000319507-A,6,5,1,0,0,0,0,0,2,0.2,0.2,0.2,,,,0,,,,0,0,1,1,0,3,1,0.6666666666666666,0.1,0.1,0.1,"['drehen', 'fräsen']"
CMod_00000319987-A,30,23,3,4,0,1,0,0,0,,,,,,,0,,,,0,0,0,0,1,1,3,1.0,0.3,0.3,0.3,['fräsen']
CMod_00000320274-A,16,9,5,2,0,2,1,1,0,,,,1.0,1.0,1.0,0,,,,0,0,0,1,0,3,1,1.0,0.05,0.05,0.05,"['drehen', 'fräsen']"
CMod_00000320736-A,10,6,3,0,1,3,0,0,0,,,,,,,0,,,,0,0,1,0,0,1,1,1.0,0.1,0.1,0.1,['fräsen']
CMod_00000327401-A,7,3,3,1,0,1,1,0,0,,,,,,,0,,,,0,0,0,0,1,1,2,1.0,0.1,0.1,0.1,"['drehen', 'bohren']"
CMod_00000327481-A,20,9,3,3,5,0,0,1,2,0.1,0.6,0.35,0.2,0.2,0.2,0,,,,0,0,0,1,1,5,2,0.8,0.05,1.0,0.27,"['drehen', 'fräsen']"
CMod_00000329023-A,4,3,1,0,0,0,0,0,1,0.15,0.15,0.15,,,,0,,,,0,0,0,1,0,3,2,0.6666666666666666,0.1,0.2,0.1333333333333333,['drehen']
CMod_00000333197-A,17,10,2,5,0,0,1,1,3,0.05,0.33,0.1933333333333333,0.27,0.27,0.27,0,,,,0,1,0,1,1,3,2,0.6666666666666666,0.05,0.1,0.0833333333333333,"['drehen', 'fräsen']"
CMod_00000334913-A,29,11,7,7,4,1,0,0,2,0.1,0.1,0.1,,,,0,,,,1,0,1,1,1,6,3,0.8333333333333334,0.03,0.1,0.08,"['bohren', 'drehen']"
CMod_00000334915-A,15,10,5,0,0,0,0,5,0,,,,0.18,0.27,0.206,0,,,,0,1,0,1,1,7,3,0.8571428571428571,0.05,0.1,0.0928571428571428,['fräsen']
CMod_00000334922-A,3,3,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,1,1,0,3,1,1.0,0.1,0.1,0.1,"['drehen', 'fräsen']"
CMod_00000340230-A,16,10,4,2,0,0,1,3,6,0.1,0.5,0.2666666666666666,0.2,0.5,0.3,0,,,,0,0,0,1,0,5,1,0.8,0.2,0.3,0.24,"['drehen', 'fräsen']"
CMod_00000343387-A,14,11,2,1,0,0,0,0,0,,,,,,,5,16.0,63.0,34.8,0,0,0,0,1,2,3,1.0,0.4,0.4,0.4,['fräsen']
CMod_00000348905-A,23,14,3,3,3,0,1,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'fräsen']"
CMod_00000353861-A,4,4,0,0,0,0,0,0,0,,,,,,,1,63.0,63.0,63.0,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CMod_00000354391-A,14,7,3,3,1,0,2,0,1,0.2,0.2,0.2,,,,3,6.0,25.0,13.666666666666666,0,0,0,1,1,3,1,1.0,0.05,0.1,0.0666666666666666,"['drehen', 'fräsen']"
CMod_00000362264-A,6,3,0,1,2,0,0,0,2,4.0,4.0,4.0,,,,2,63.0,63.0,63.0,0,0,0,0,0,0,0,0.0,,,,[]
CMod_99900009594-A,25,13,8,2,2,1,1,0,0,,,,,,,0,,,,1,0,1,0,0,4,1,1.0,0.1,0.5,0.4,['fräsen']
CMod_99900010673-A,8,6,0,1,1,0,0,0,0,,,,,,,2,100.0,100.0,100.0,0,1,0,1,0,3,2,0.6666666666666666,0.2,0.2,0.2,['fräsen']
CMod_99900010674-A,9,7,0,1,1,0,0,0,0,,,,,,,2,100.0,100.0,100.0,0,1,0,1,0,3,2,0.3333333333333333,0.2,0.2,0.2,['fräsen']
CMod_99900010692-A,16,8,3,3,2,0,0,0,1,0.3,0.3,0.3,,,,0,,,,0,1,0,1,1,3,2,0.6666666666666666,0.2,0.3,0.2333333333333333,"['drehen', 'bohren']"
CMod_99900010693-A,5,5,0,0,0,0,0,0,0,,,,,,,0,,,,0,1,0,1,0,3,1,0.6666666666666666,0.1,0.3,0.2,['drehen']
CMod_99900010694-A,9,7,0,0,2,1,1,0,0,,,,,,,0,,,,0,1,0,1,1,4,2,0.75,0.08,0.2,0.1325,['drehen']
CMod_99900010695-A,6,4,2,0,0,0,1,1,0,,,,0.3,0.3,0.3,0,,,,0,1,0,1,1,3,2,0.6666666666666666,0.2,0.2,0.2,"['drehen', 'bohren']"
CMod_99900010696-A,9,5,2,1,1,0,0,0,1,0.1,0.1,0.1,,,,0,,,,0,1,0,1,0,2,1,0.5,0.2,0.2,0.2,['drehen']
CMod_99900010697-A,10,8,1,1,0,0,0,0,0,,,,,,,0,,,,0,1,0,1,1,3,2,0.6666666666666666,0.05,0.08,0.06,"['drehen', 'bohren']"
CMod_99900010698-A,23,16,0,6,1,1,1,0,2,0.1,0.1,0.1,,,,0,,,,0,1,0,1,1,9,2,0.8888888888888888,0.05,0.1,0.0811111111111111,['drehen']
CMod_99900010700-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,1,0,1,1,3,2,0.6666666666666666,0.05,0.2,0.11,"['drehen', 'fräsen']"
CMod_99900010701-A,11,8,2,0,1,0,0,0,1,0.1,0.1,0.1,,,,0,,,,0,1,0,1,1,3,2,0.6666666666666666,0.05,0.2,0.11,"['drehen', 'bohren']"
CMod_99900010704-A,7,5,0,1,1,0,1,0,0,,,,,,,0,,,,0,1,0,1,0,2,1,0.5,0.2,0.3,0.25,['drehen']
CMod_99900010712-A,3,3,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['drehen']
CMod_99900010784-A,3,3,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['drehen']
CMod_99900010785-A,9,5,0,3,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CMod_99900010794-A,3,1,2,0,0,0,0,1,0,,,,0.2,0.2,0.2,0,,,,0,1,0,1,0,2,1,0.5,0.2,0.3,0.25,['drehen']
CMod_99900010804-A,20,12,6,2,0,0,1,2,2,0.1,0.1,0.1,0.1,0.2,0.15,3,10.0,50.0,28.33333333333333,1,0,0,1,1,7,1,0.2857142857142857,0.004,0.2,0.0548571428571428,"['drehen', 'fräsen']"
CMod_99990103520-A-Kolben,29,13,8,4,4,1,4,0,0,,,,,,,0,,,,1,0,0,1,0,7,2,0.8571428571428571,0.05,0.1,0.0842857142857143,"['drehen', 'fräsen']"
CMod_99990103521-B,7,2,3,1,1,0,0,0,0,,,,,,,0,,,,0,0,0,1,0,3,1,0.6666666666666666,0.5,1.0,0.7333333333333334,['drehen']
CMod_99990103524-B,23,9,7,3,4,0,1,0,0,,,,,,,0,,,,1,0,0,1,1,8,2,0.875,0.03,0.2,0.11875,"['drehen', 'fräsen']"
CMod_99990103525-D,8,5,0,1,2,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CMod_99990103529-C,45,24,11,8,2,5,1,0,0,,,,,,,0,,,,1,0,0,1,1,12,2,0.9166666666666666,0.03,0.2,0.0933333333333333,"['drehen', 'fräsen']"
CMod_99990108198-A,10,4,4,0,2,0,0,0,0,,,,,,,1,63.0,63.0,63.0,0,0,0,0,0,0,0,0.0,,,,['drehen']
CMod_99990108226_A,10,6,1,2,1,0,1,0,0,,,,,,,1,100.0,100.0,100.0,0,0,0,0,0,0,0,0.0,,,,['drehen']
CMod_99990108227-A,17,8,6,3,0,0,2,0,1,0.1,0.1,0.1,,,,2,6.0,6.3,6.15,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'fräsen']"
CMod_99990108232-A,10,5,4,0,1,0,0,0,0,,,,,,,2,16.0,25.0,20.5,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'bohren']"
CMod_99990108237_A,3,2,1,0,0,0,0,0,0,,,,,,,1,6.3,6.3,6.3,0,0,0,0,0,0,0,0.0,,,,['drehen']
