part_name,total_dimension_count,linear_dimension_count,diameter_dimension_count,radius_dimension_count,angular_dimension_count,hole_fit_count,shaft_fit_count,n_dia_tol,n_lin_tol,stats_dim_tol_lin_min,stats_dim_tol_lin_max,stats_dim_tol_lin_avg,stats_dim_tol_dia_min,stats_dim_tol_dia_max,stats_dim_tol_dia_avg,surface_spec_count,stats_surface_min,stats_surface_max,stats_surface_avg,has_concentricity,has_flatness,has_parallelism,has_perpendicularity,has_position,total_tolerance_count,gtol_max_datum_refs,gtol_share_with_datum,stats_geom_tol_min,stats_geom_tol_max,stats_geom_tol_avg,Processes
CoDoc_0000007986-A,6,4,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008016-A,7,5,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008022-A,6,5,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008161-A,5,4,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008181-A,10,8,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008305-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008306-A,9,6,0,2,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000008307-A,4,3,0,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000008323-A,7,3,4,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['bohren', 'drehen']"
CoDoc_0000008325-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008328-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008330-A,13,9,3,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008346-A,6,5,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008359-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008361-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008368-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008370-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008371-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008375-A,13,9,3,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008407-A,9,6,1,1,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008413-A,9,7,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008427-A,8,6,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008442-A,10,7,1,0,2,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008488-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008520-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008551-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008591-A,11,9,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000008609-A,13,11,0,1,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008643-A,7,7,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000008710-A,12,7,1,2,2,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008738-A,14,10,1,0,3,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008754-A,5,2,1,2,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000008757-A,3,3,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000008760-A,11,11,0,0,0,0,0,0,0,,,,,,,1,100.0,100.0,100.0,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000008761-A,10,7,0,3,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000008762-A,9,7,0,2,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000008763-A,17,13,0,4,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000008764-A,13,12,0,1,0,0,0,0,0,,,,,,,1,100.0,100.0,100.0,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000008767-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008790-A,9,6,0,0,3,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000008858-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['fräsen', 'bohren']"
CoDoc_0000008865-A,8,6,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008887-A,8,6,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008891-A,14,12,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'fräsen']"
CoDoc_0000008923-A,11,7,1,3,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008928-A,10,8,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008930-A,11,8,1,1,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008942-A,8,6,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008957-A,2,1,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['drehen']
CoDoc_0000008981-A,9,8,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000008992-A,8,6,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009011-A,30,19,1,8,2,0,1,0,0,,,,,,,0,,,,0,0,0,1,0,1,0,0.0,0.03,0.03,0.03,"['drehen', 'fräsen']"
CoDoc_0000009019-A,20,13,1,1,5,0,0,0,3,0.1,0.2,0.1666666666666666,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['drehen']
CoDoc_0000009060-A,5,4,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009090-A,14,13,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000009107-A,14,10,0,0,4,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000009130-A,5,5,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000009146-A,8,6,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009149-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009151-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009155-A,6,3,0,1,2,0,0,0,0,,,,,,,1,63.0,63.0,63.0,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000009157-A,7,6,1,0,0,0,0,0,0,,,,,,,1,100.0,100.0,100.0,0,1,0,1,1,4,1,0.75,0.4,2.0,1.6,"['fräsen', 'bohren']"
CoDoc_0000009165-A,7,3,3,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['drehen']
CoDoc_0000009187-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009199-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009200-A,6,5,0,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000009201-A,9,5,1,3,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009214-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009216-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009230-A,8,6,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009248-A,6,4,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009250-A,13,8,2,2,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009253-A,7,5,0,0,2,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000009260-A,11,10,0,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009261-A,8,6,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009266-A,0,0,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000009269-A,7,5,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009271-A,2,2,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009311-A,8,6,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009320-A,8,6,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009331-A,7,5,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009354-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009376-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009468-A,6,5,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009506-A,9,8,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000009523-A,9,7,1,0,1,0,0,0,0,,,,,,,0,,,,0,1,0,1,0,4,2,0.75,2.0,2.0,2.0,['bohren']
CoDoc_0000009540-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009550-A,10,7,1,1,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009599-A,9,6,1,1,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009627-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009644-A,4,2,0,2,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009656-A,0,0,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009681-A,14,12,2,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009683-A_V1,85,66,11,7,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000009699-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009723-A,8,6,0,0,2,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000009738-A,10,8,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009804-A,6,5,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009878-A,4,4,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000009879-A,10,7,1,1,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009890-A,16,12,2,2,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009900-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009904-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009995-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000009998-A,9,8,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010015-A,11,9,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010079-A,2,1,0,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010082-A,8,5,2,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010090-A,2,2,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010096-A,7,5,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010106-A,9,7,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010114-A,10,7,1,1,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010119-A,9,7,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010122-A,10,6,1,3,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010127-A,9,8,0,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010134-A,5,4,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010157-A,0,0,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010159-A,9,7,2,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010161-A,1,1,0,0,0,0,0,0,1,3.0,3.0,3.0,,,,2,100.0,100.0,100.0,0,1,1,0,0,2,1,0.5,0.5,0.5,0.5,[]
CoDoc_0000010212-A,6,4,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['fräsen', 'bohren']"
CoDoc_0000010219-A,5,4,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010227-A,5,4,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010273-A,6,5,0,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000010292-A,11,9,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010304-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010313-A,11,9,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010327-A,9,9,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000010335-A,6,5,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010336-A,8,6,2,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010345-A,5,4,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010351-A,10,8,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010352-A,10,8,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010387-A,11,10,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010393-A,12,8,1,0,3,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010397-A,8,6,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010412-A,15,13,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010431-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010448-A,10,8,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010457-A,8,8,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010472-A,10,7,1,0,2,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010492-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010497-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010498-A,10,7,1,0,2,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010499-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010508-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010524-A,11,9,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010527-A,7,5,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010538-A,9,7,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010539-A,9,6,2,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010540-A,10,7,1,1,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010547-A,9,7,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010548-A,8,5,2,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['fräsen', 'bohren']"
CoDoc_0000010575-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010586-A,11,9,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010618-A,8,5,2,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['fräsen', 'bohren']"
CoDoc_0000010641-A,13,11,2,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010646-A,9,7,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010654-A,10,8,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010668-A,10,7,1,2,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010669-A,10,8,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010696-A,37,23,1,10,3,1,0,0,5,0.05,0.25,0.15,,,,0,,,,0,0,0,1,0,1,1,1.0,0.03,0.03,0.03,"['drehen', 'fräsen']"
CoDoc_0000010698-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010787-A,8,6,2,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010851-A,14,9,1,3,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010915-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010917-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010954-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010973-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010974-A,8,6,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010985-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000010990-A,8,6,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011032-A,0,0,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000011040-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['fräsen']
CoDoc_0000011057-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011080-A,6,5,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011098-A,8,6,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011157-A,7,5,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011163-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011171-A,10,7,1,1,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011173-A,10,8,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011182-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011184-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011217-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011229-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011238-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011250-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011261-A,10,8,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011267-A,7,6,0,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011277-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['fräsen', 'bohren']"
CoDoc_0000011314-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011323-A,7,5,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011340-A,6,6,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011348-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011353-A,9,7,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011356-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
